Chr	NeBurnIn	nBottleneck	nGenBottleneck	nGenBreed	nBreed	SNPchipRefPop	Chr_specific_recomb_rate	Mutations	Sim_F_ROH	F_ROH_CI	Sim_ROH_hotspot_thr	ROH_hotspot_thr_CI	H_e_No_MAF	H_e_No_MAF_ci	H_e_5th_perc_No_MAF	H_e_MAF_0_05	H_e_MAF_0_05_ci	H_e_5th_perc_MAF_0_05	Sim_Cost_Result
chr1	2955	11	1	110	365	last_breed_formation_generation	False	TRUE	0.17	(0.164, 0.175)	0.37	(0.343, 0.398)	0.21427	(0.21267, 0.21586)	0.07389	0.34135	(0.33949, 0.3432)	0.20613	2.42267
chr1	2820	7	2	111	335	last_breed_formation_generation	False	TRUE	0.262	(0.247, 0.278)	0.616	(0.557, 0.674)	0.2097	(0.20443, 0.21497)	0.04769	0.35768	(0.35413, 0.36122)	0.20003	1.82033
chr28	3395	5	1	115	325	last_breed_formation_generation	False	TRUE	0.23	(0.215, 0.244)	0.46	(0.405, 0.515)	0.2446	(0.2392, 0.25001)	0.08738	0.35835	(0.35388, 0.36282)	0.21784	0.93819
chr9	2910	9	1	105	370	last_breed_formation_generation	False	TRUE	0.181	(0.169, 0.192)	0.349	(0.315, 0.383)	0.22545	(0.22179, 0.22912)	0.08697	0.3445	(0.34217, 0.34683)	0.21567	2.30457
chr1	3285	7	1	109	345	last_breed_formation_generation	False	TRUE	0.203	(0.198, 0.209)	0.457	(0.418, 0.497)	0.2312	(0.22833, 0.23407)	0.07889	0.34957	(0.34765, 0.35149)	0.20915	1.34781
chr1	2965	5	1	103	325	last_breed_formation_generation	False	TRUE	0.233	(0.224, 0.243)	0.49	(0.455, 0.525)	0.24539	(0.24134, 0.24945)	0.08042	0.35702	(0.35455, 0.35948)	0.21257	0.60714
chr1	2960	7	2	103	325	last_breed_formation_generation	False	TRUE	0.254	(0.24, 0.267)	0.574	(0.525, 0.624)	0.21389	(0.20867, 0.21911)	0.05532	0.35572	(0.35216, 0.35927)	0.20507	1.43549
chr1	2780	8	7	102	325	last_breed_formation_generation	False	TRUE	0.415	(0.385, 0.446)	0.889	(0.837, 0.941)	0.15797	(0.15007, 0.16588)	0.00491	0.3639	(0.35901, 0.3688)	0.17264	5.94898
chr20	3005	5	1	102	320	last_breed_formation_generation	False	TRUE	0.234	(0.223, 0.245)	0.498	(0.455, 0.542)	0.24955	(0.24509, 0.25401)	0.09379	0.35501	(0.35253, 0.3575)	0.21833	0.72914
chr1	2590	11	1	104	320	last_breed_formation_generation	False	TRUE	0.181	(0.177, 0.186)	0.404	(0.368, 0.441)	0.21147	(0.20996, 0.21298)	0.0692	0.34303	(0.34151, 0.34456)	0.20508	2.21787
chr1	2790	7	6	101	325	last_breed_formation_generation	False	TRUE	0.404	(0.376, 0.431)	0.859	(0.797, 0.922)	0.16843	(0.16023, 0.17663)	0.00767	0.36901	(0.36351, 0.37452)	0.1808	5.50655
chr1	2885	9	1	103	315	last_breed_formation_generation	False	TRUE	0.187	(0.183, 0.191)	0.375	(0.357, 0.393)	0.22172	(0.22, 0.22345)	0.07674	0.34726	(0.34571, 0.3488)	0.21274	1.93196
chr1	2885	5	2	104	315	last_breed_formation_generation	False	TRUE	0.314	(0.286, 0.342)	0.67	(0.598, 0.742)	0.21774	(0.20865, 0.22683)	0.04606	0.3599	(0.3558, 0.36401)	0.19749	2.7263
chr1	3370	7	1	101	330	last_breed_formation_generation	False	TRUE	0.198	(0.19, 0.207)	0.426	(0.383, 0.469)	0.23462	(0.23099, 0.23825)	0.08603	0.34715	(0.34535, 0.34895)	0.21041	1.5525
chr1	3150	5	1	104	310	last_breed_formation_generation	False	TRUE	0.233	(0.225, 0.241)	0.548	(0.502, 0.593)	0.2459	(0.24183, 0.24997)	0.08506	0.35359	(0.35104, 0.35613)	0.20718	0.41207
chr38	3060	9	1	104	310	last_breed_formation_generation	False	TRUE	0.2	(0.183, 0.218)	0.389	(0.331, 0.448)	0.2172	(0.21168, 0.22272)	0.0764	0.34488	(0.34178, 0.34798)	0.21023	2.30894
chr1	3420	7	2	105	310	last_breed_formation_generation	False	TRUE	0.253	(0.241, 0.266)	0.576	(0.514, 0.637)	0.21338	(0.20934, 0.21742)	0.05691	0.3542	(0.35127, 0.35713)	0.1992	1.44254
chr1	3055	5	1	102	310	last_breed_formation_generation	False	TRUE	0.247	(0.238, 0.256)	0.526	(0.487, 0.565)	0.24229	(0.23838, 0.2462)	0.07864	0.35606	(0.35398, 0.35813)	0.20823	0.67481
chr1	6630	13	1	104	310	last_breed_formation_generation	False	TRUE	0.173	(0.169, 0.177)	0.384	(0.354, 0.415)	0.20409	(0.20245, 0.20573)	0.07556	0.34113	(0.33992, 0.34234)	0.21184	2.5258
chr1	3105	10	1	101	310	last_breed_formation_generation	False	TRUE	0.188	(0.182, 0.194)	0.407	(0.375, 0.439)	0.21472	(0.2123, 0.21715)	0.07371	0.34321	(0.34105, 0.34537)	0.20713	2.07029
chr21	3255	7	2	106	305	last_breed_formation_generation	False	TRUE	0.257	(0.236, 0.279)	0.552	(0.488, 0.616)	0.2127	(0.20515, 0.22024)	0.05546	0.35999	(0.3569, 0.36308)	0.20564	1.65034
chr1	3175	5	1	103	320	last_breed_formation_generation	False	TRUE	0.231	(0.221, 0.241)	0.507	(0.445, 0.57)	0.24568	(0.2418, 0.24956)	0.08137	0.35635	(0.35335, 0.35936)	0.215	0.68468
chr2	3425	8	1	106	310	last_breed_formation_generation	False	TRUE	0.199	(0.189, 0.208)	0.425	(0.398, 0.453)	0.22206	(0.21904, 0.22508)	0.07288	0.34848	(0.34609, 0.35087)	0.20935	1.73053
chr1	2785	5	1	104	320	last_breed_formation_generation	False	TRUE	0.242	(0.23, 0.255)	0.533	(0.486, 0.581)	0.24429	(0.23948, 0.2491)	0.07749	0.35888	(0.35636, 0.3614)	0.20923	0.64677
chr1	3060	7	1	102	330	last_breed_formation_generation	False	TRUE	0.199	(0.191, 0.206)	0.421	(0.38, 0.463)	0.2342	(0.23121, 0.23719)	0.08276	0.34902	(0.34687, 0.35117)	0.21165	1.528
chr1	2430	11	10	101	325	last_breed_formation_generation	False	TRUE	0.4	(0.377, 0.424)	0.848	(0.795, 0.902)	0.14902	(0.14317, 0.15486)	0.00157	0.36602	(0.36118, 0.37087)	0.17669	5.70742
chr1	2870	97	2	103	320	last_breed_formation_generation	False	TRUE	0.159	(0.154, 0.164)	0.333	(0.304, 0.361)	0.14222	(0.14117, 0.14328)	0.02821	0.33041	(0.32929, 0.33152)	0.17865	4.21916
chr28	2585	9	1	104	315	last_breed_formation_generation	False	TRUE	0.197	(0.188, 0.205)	0.405	(0.365, 0.446)	0.21953	(0.21722, 0.22184)	0.07633	0.34421	(0.34138, 0.34704)	0.20533	1.93501
chr1	2520	5	1	103	330	last_breed_formation_generation	False	TRUE	0.239	(0.23, 0.248)	0.525	(0.482, 0.568)	0.24515	(0.24113, 0.24917)	0.07697	0.35708	(0.35426, 0.3599)	0.21029	0.56527
chr9	2525	7	1	101	340	last_breed_formation_generation	False	TRUE	0.209	(0.199, 0.219)	0.417	(0.39, 0.444)	0.23486	(0.23049, 0.23922)	0.08553	0.35153	(0.34867, 0.35438)	0.21237	1.387
chr1	2690	5	1	104	330	last_breed_formation_generation	False	TRUE	0.235	(0.226, 0.244)	0.543	(0.478, 0.608)	0.24756	(0.24329, 0.25184)	0.07931	0.35491	(0.3522, 0.35761)	0.20937	0.57535
chr1	2335	7	1	103	330	last_breed_formation_generation	False	TRUE	0.206	(0.198, 0.214)	0.437	(0.391, 0.482)	0.23107	(0.22795, 0.23418)	0.07664	0.35021	(0.34834, 0.35207)	0.20809	1.45801
chr1	2675	22	2	105	345	last_breed_formation_generation	False	TRUE	0.17	(0.165, 0.175)	0.352	(0.321, 0.384)	0.18202	(0.18039, 0.18365)	0.05217	0.33706	(0.33567, 0.33846)	0.19705	3.18676
chr20	2495	9	1	103	335	last_breed_formation_generation	False	TRUE	0.194	(0.188, 0.201)	0.389	(0.346, 0.432)	0.2201	(0.21784, 0.22236)	0.07699	0.34426	(0.3415, 0.34702)	0.2109	2.01028
chr1	2630	5	1	104	345	last_breed_formation_generation	False	TRUE	0.218	(0.21, 0.227)	0.485	(0.455, 0.516)	0.25249	(0.24921, 0.25578)	0.08909	0.3548	(0.35299, 0.35661)	0.21481	0.91783
chr1	2535	7	1	102	330	last_breed_formation_generation	False	TRUE	0.204	(0.197, 0.211)	0.458	(0.421, 0.494)	0.23359	(0.23048, 0.2367)	0.0789	0.34803	(0.34643, 0.34963)	0.2056	1.29859
chr1	2720	5	1	101	335	last_breed_formation_generation	False	TRUE	0.234	(0.223, 0.244)	0.505	(0.456, 0.555)	0.24606	(0.24161, 0.25052)	0.07807	0.35789	(0.35533, 0.36045)	0.21177	0.65564
chr1	2825	19	2	105	350	last_breed_formation_generation	False	TRUE	0.173	(0.166, 0.179)	0.398	(0.354, 0.443)	0.18725	(0.18534, 0.18916)	0.05661	0.33765	(0.33576, 0.33955)	0.19756	2.95031
chr1	2695	9	1	103	325	last_breed_formation_generation	False	TRUE	0.191	(0.186, 0.197)	0.394	(0.372, 0.415)	0.22159	(0.21912, 0.22406)	0.07531	0.34676	(0.34489, 0.34864)	0.21012	1.86907
chr1	2610	7	1	105	330	last_breed_formation_generation	False	TRUE	0.206	(0.197, 0.215)	0.456	(0.416, 0.496)	0.23188	(0.22806, 0.2357)	0.07951	0.34953	(0.34768, 0.35137)	0.2101	1.37145
chr38	2810	58	1	101	320	last_breed_formation_generation	False	TRUE	0.151	(0.143, 0.158)	0.262	(0.238, 0.285)	0.15663	(0.15456, 0.1587)	0.04697	0.3299	(0.32679, 0.33301)	0.19524	4.38326
chr1	2455	11	2	104	340	last_breed_formation_generation	False	TRUE	0.198	(0.191, 0.206)	0.425	(0.399, 0.451)	0.20735	(0.20508, 0.20963)	0.06226	0.3471	(0.34564, 0.34856)	0.20333	1.99556
chr1	2380	5	1	106	330	last_breed_formation_generation	False	TRUE	0.242	(0.232, 0.251)	0.529	(0.484, 0.573)	0.2425	(0.23847, 0.24654)	0.07567	0.35467	(0.35209, 0.35726)	0.20153	0.62693
chr1	2215	5	1	106	345	last_breed_formation_generation	False	TRUE	0.239	(0.224, 0.254)	0.498	(0.437, 0.56)	0.24472	(0.23934, 0.25011)	0.07718	0.35604	(0.35303, 0.35906)	0.20691	0.83812
chr1	2770	8	9	106	355	last_breed_formation_generation	False	TRUE	0.496	(0.452, 0.539)	0.942	(0.901, 0.983)	0.1343	(0.12353, 0.14506)	8e-05	0.36204	(0.35191, 0.37217)	0.16509	7.83966
chr1	2125	7	1	104	335	last_breed_formation_generation	False	TRUE	0.204	(0.197, 0.211)	0.455	(0.41, 0.50)	0.23279	(0.22991, 0.23567)	0.07609	0.35053	(0.34842, 0.35264)	0.20723	1.35386
chr21	2505	5	1	107	330	last_breed_formation_generation	False	TRUE	0.234	(0.219, 0.248)	0.518	(0.452, 0.585)	0.24587	(0.24031, 0.25142)	0.07728	0.35816	(0.35524, 0.36107)	0.21001	0.74101
chr1	2625	9	2	105	330	last_breed_formation_generation	False	TRUE	0.223	(0.212, 0.234)	0.503	(0.45, 0.556)	0.20921	(0.20502, 0.2134)	0.05774	0.35116	(0.3484, 0.35392)	0.20457	1.5143
chr1	1960	7	1	103	340	last_breed_formation_generation	False	TRUE	0.216	(0.206, 0.226)	0.48	(0.443, 0.518)	0.22949	(0.22542, 0.23356)	0.0712	0.34732	(0.34461, 0.35003)	0.20274	1.2086
chr1	2245	5	2	101	325	last_breed_formation_generation	False	TRUE	0.293	(0.272, 0.313)	0.666	(0.593, 0.739)	0.22733	(0.22026, 0.23441)	0.04924	0.36216	(0.35749, 0.36684)	0.2006	2.14684
chr2	2300	10	1	107	350	last_breed_formation_generation	False	TRUE	0.18	(0.174, 0.187)	0.373	(0.345, 0.401)	0.2164	(0.21367, 0.21913)	0.07067	0.34206	(0.33984, 0.34428)	0.20178	2.27721
chr1	2365	7	1	103	330	last_breed_formation_generation	False	TRUE	0.205	(0.198, 0.212)	0.442	(0.416, 0.467)	0.2324	(0.22989, 0.23491)	0.07716	0.34951	(0.34664, 0.35238)	0.208	1.31018
chr1	2475	15	1	105	320	last_breed_formation_generation	False	TRUE	0.171	(0.165, 0.178)	0.349	(0.325, 0.373)	0.19949	(0.19724, 0.20174)	0.06305	0.34003	(0.33807, 0.34199)	0.20058	2.81682
chr1	2735	5	1	107	320	last_breed_formation_generation	False	TRUE	0.234	(0.224, 0.243)	0.492	(0.451, 0.534)	0.24516	(0.24107, 0.24925)	0.08028	0.35779	(0.35527, 0.36031)	0.21155	0.63651
chr28	2305	62	1	108	365	last_breed_formation_generation	False	TRUE	0.149	(0.143, 0.154)	0.269	(0.246, 0.293)	0.15285	(0.15066, 0.15504)	0.04058	0.33035	(0.3283, 0.33241)	0.18984	4.41917
chr1	2480	8	1	107	340	last_breed_formation_generation	False	TRUE	0.199	(0.191, 0.207)	0.442	(0.41, 0.473)	0.2254	(0.22229, 0.22852)	0.07485	0.34652	(0.34411, 0.34893)	0.20511	1.5981
chr1	2625	6	2	107	325	last_breed_formation_generation	False	TRUE	0.267	(0.253, 0.281)	0.602	(0.549, 0.655)	0.21781	(0.21292, 0.22269)	0.05258	0.35897	(0.35621, 0.36173)	0.20029	1.62224
chr9	2435	13	1	106	350	last_breed_formation_generation	False	TRUE	0.176	(0.168, 0.184)	0.388	(0.329, 0.446)	0.20534	(0.20283, 0.20785)	0.07237	0.33794	(0.3361, 0.33979)	0.20462	2.68871
chr1	2365	9	2	107	320	last_breed_formation_generation	False	TRUE	0.224	(0.215, 0.233)	0.475	(0.442, 0.508)	0.2082	(0.20523, 0.21118)	0.05688	0.35105	(0.34839, 0.35372)	0.20261	1.49526
chr1	2050	5	1	102	335	last_breed_formation_generation	False	TRUE	0.23	(0.222, 0.238)	0.5	(0.468, 0.531)	0.24783	(0.2444, 0.25126)	0.07783	0.3552	(0.35265, 0.35776)	0.2088	0.60663
chr20	2070	7	1	100	340	last_breed_formation_generation	False	TRUE	0.209	(0.203, 0.216)	0.439	(0.399, 0.479)	0.23346	(0.23062, 0.2363)	0.08269	0.34937	(0.34636, 0.35238)	0.21336	1.31317
chr1	2770	11	11	101	340	last_breed_formation_generation	False	TRUE	0.455	(0.418, 0.492)	0.908	(0.85, 0.966)	0.13447	(0.12532, 0.14361)	0.00025	0.3681	(0.363, 0.37321)	0.16733	7.14931
chr1	1750	5	1	102	325	last_breed_formation_generation	False	TRUE	0.242	(0.23, 0.254)	0.553	(0.50, 0.605)	0.24717	(0.24168, 0.25266)	0.07175	0.35629	(0.35274, 0.35985)	0.20427	0.63488
chr1	1520	37	1	100	335	last_breed_formation_generation	False	TRUE	0.161	(0.155, 0.166)	0.319	(0.295, 0.343)	0.16873	(0.16732, 0.17015)	0.04262	0.33008	(0.32855, 0.3316)	0.18365	3.69648
chr1	1920	7	1	102	355	last_breed_formation_generation	False	TRUE	0.202	(0.194, 0.211)	0.48	(0.403, 0.558)	0.23392	(0.23084, 0.23699)	0.07647	0.34874	(0.34639, 0.3511)	0.20608	1.42431
chr1	1680	56	1	101	365	last_breed_formation_generation	False	TRUE	0.149	(0.146, 0.153)	0.303	(0.283, 0.324)	0.1584	(0.15712, 0.15967)	0.03928	0.32766	(0.32613, 0.32919)	0.18082	4.07792
chr1	2090	5	1	102	350	last_breed_formation_generation	False	TRUE	0.24	(0.227, 0.254)	0.527	(0.481, 0.573)	0.24558	(0.24018, 0.25099)	0.0768	0.35684	(0.35438, 0.35929)	0.20734	0.67262
chr1	3695	9	2	100	330	last_breed_formation_generation	False	TRUE	0.231	(0.218, 0.245)	0.532	(0.455, 0.61)	0.20623	(0.20202, 0.21044)	0.05947	0.35039	(0.34729, 0.3535)	0.20347	1.48058
chr38	1760	7	1	102	340	last_breed_formation_generation	False	TRUE	0.207	(0.193, 0.22)	0.368	(0.315, 0.42)	0.23499	(0.23166, 0.23831)	0.08579	0.34803	(0.3443, 0.35176)	0.21449	1.7852
chr1	1775	44	1	103	330	last_breed_formation_generation	False	TRUE	0.162	(0.158, 0.166)	0.352	(0.323, 0.38)	0.16271	(0.16153, 0.16389)	0.03756	0.3304	(0.32872, 0.33207)	0.18346	3.66446
chr1	1900	5	2	100	350	last_breed_formation_generation	False	TRUE	0.296	(0.275, 0.316)	0.646	(0.587, 0.705)	0.22515	(0.21764, 0.23266)	0.0469	0.3609	(0.3565, 0.3653)	0.19886	2.12605
chr1	2045	9	1	103	335	last_breed_formation_generation	False	TRUE	0.196	(0.191, 0.202)	0.445	(0.406, 0.484)	0.2221	(0.21957, 0.22463)	0.07215	0.34584	(0.34371, 0.34796)	0.20638	1.67864
chr1	2385	7	1	104	325	last_breed_formation_generation	False	TRUE	0.208	(0.201, 0.215)	0.476	(0.424, 0.529)	0.23037	(0.22728, 0.23345)	0.07512	0.35022	(0.34823, 0.35222)	0.20914	1.30247
chr21	2160	5	1	100	355	last_breed_formation_generation	False	TRUE	0.222	(0.208, 0.237)	0.431	(0.379, 0.484)	0.25078	(0.24475, 0.25682)	0.08269	0.35461	(0.35023, 0.35899)	0.21447	1.2862
chr2	2010	11	1	102	330	last_breed_formation_generation	False	TRUE	0.19	(0.18, 0.20)	0.414	(0.369, 0.459)	0.21067	(0.20742, 0.21392)	0.06428	0.34065	(0.33796, 0.34334)	0.19586	2.25383
chr1	1730	7	2	104	325	last_breed_formation_generation	False	TRUE	0.264	(0.25, 0.277)	0.613	(0.572, 0.654)	0.2132	(0.20872, 0.21768)	0.04668	0.35404	(0.3513, 0.35678)	0.19154	1.65716
chr1	1875	5	1	105	315	last_breed_formation_generation	False	TRUE	0.25	(0.24, 0.26)	0.565	(0.528, 0.603)	0.24191	(0.23876, 0.24505)	0.06968	0.35791	(0.35521, 0.36061)	0.2044	0.64622
chr1	1625	8	1	100	385	last_breed_formation_generation	False	TRUE	0.188	(0.179, 0.196)	0.402	(0.366, 0.439)	0.23111	(0.22793, 0.23428)	0.07879	0.34411	(0.3426, 0.34562)	0.20318	1.82531
chr1	1285	9	1	103	315	last_breed_formation_generation	False	TRUE	0.213	(0.205, 0.22)	0.453	(0.416, 0.49)	0.21775	(0.21427, 0.22122)	0.06168	0.34602	(0.34435, 0.34768)	0.19662	1.55033
chr1	2260	5	1	105	345	last_breed_formation_generation	False	TRUE	0.239	(0.227, 0.25)	0.548	(0.503, 0.593)	0.24632	(0.24194, 0.2507)	0.07738	0.35548	(0.35259, 0.35837)	0.20825	0.54061
chr1	2240	25	2	107	345	last_breed_formation_generation	False	TRUE	0.171	(0.165, 0.177)	0.357	(0.328, 0.386)	0.17786	(0.17597, 0.17974)	0.04913	0.33679	(0.33505, 0.33853)	0.19048	3.25139
chr9	2530	7	1	105	370	last_breed_formation_generation	False	TRUE	0.208	(0.20, 0.216)	0.43	(0.396, 0.465)	0.23273	(0.22957, 0.2359)	0.08535	0.34671	(0.3444, 0.34903)	0.21036	1.3865
chr1	2245	7	1	105	340	last_breed_formation_generation	False	TRUE	0.21	(0.198, 0.221)	0.451	(0.41, 0.492)	0.23128	(0.22751, 0.23504)	0.07351	0.34953	(0.34799, 0.35106)	0.2069	1.388
chr1	3540	5	2	105	340	last_breed_formation_generation	False	TRUE	0.295	(0.274, 0.316)	0.674	(0.597, 0.75)	0.22112	(0.21493, 0.2273)	0.04988	0.36159	(0.35844, 0.36474)	0.20297	2.31831
chr28	2335	10	1	106	340	last_breed_formation_generation	False	TRUE	0.187	(0.177, 0.197)	0.368	(0.332, 0.403)	0.21411	(0.20963, 0.21859)	0.07274	0.34115	(0.33804, 0.34426)	0.20143	2.39357
chr1	2175	7	1	104	365	last_breed_formation_generation	False	TRUE	0.194	(0.183, 0.204)	0.419	(0.381, 0.456)	0.23548	(0.2319, 0.23905)	0.08092	0.34731	(0.34581, 0.34882)	0.20741	1.61965
chr20	2255	5	1	103	355	last_breed_formation_generation	False	TRUE	0.232	(0.222, 0.243)	0.5	(0.438, 0.562)	0.25013	(0.24499, 0.25527)	0.08568	0.35513	(0.3514, 0.35886)	0.21127	0.81838
chr1	2280	9	2	105	360	last_breed_formation_generation	False	TRUE	0.22	(0.213, 0.227)	0.496	(0.451, 0.54)	0.21033	(0.20783, 0.21284)	0.0583	0.34859	(0.34643, 0.35075)	0.19945	1.43645
chr1	2120	7	1	108	350	last_breed_formation_generation	False	TRUE	0.2	(0.195, 0.206)	0.447	(0.412, 0.483)	0.23211	(0.22935, 0.23488)	0.0761	0.34791	(0.34627, 0.34955)	0.20549	1.39251
chr1	2165	5	1	106	330	last_breed_formation_generation	False	TRUE	0.232	(0.223, 0.241)	0.492	(0.461, 0.524)	0.2472	(0.24387, 0.25053)	0.07955	0.35628	(0.35414, 0.35842)	0.20975	0.6108
chr1	1970	11	1	106	350	last_breed_formation_generation	False	TRUE	0.183	(0.176, 0.191)	0.405	(0.365, 0.444)	0.21182	(0.20988, 0.21376)	0.06872	0.3414	(0.33983, 0.34297)	0.20086	2.25892
chr1	2130	8	1	109	340	last_breed_formation_generation	False	TRUE	0.202	(0.195, 0.209)	0.465	(0.424, 0.506)	0.2243	(0.22177, 0.22682)	0.07059	0.34708	(0.34484, 0.34932)	0.20149	1.5012
chr1	2345	5	2	106	360	last_breed_formation_generation	False	TRUE	0.285	(0.263, 0.307)	0.616	(0.538, 0.694)	0.22539	(0.21823, 0.23255)	0.05112	0.36146	(0.35822, 0.3647)	0.19804	1.95601
chr38	2235	7	1	103	335	last_breed_formation_generation	False	TRUE	0.195	(0.187, 0.204)	0.359	(0.318, 0.401)	0.23647	(0.23182, 0.24113)	0.09263	0.34831	(0.34494, 0.35168)	0.21607	1.84878
chr1	1980	13	1	104	335	last_breed_formation_generation	False	TRUE	0.181	(0.174, 0.187)	0.378	(0.35, 0.407)	0.20278	(0.20016, 0.2054)	0.06128	0.34048	(0.33848, 0.34247)	0.20045	2.53011
chr1	2140	9	1	109	330	last_breed_formation_generation	False	TRUE	0.195	(0.188, 0.202)	0.427	(0.393, 0.461)	0.21882	(0.21573, 0.2219)	0.07194	0.34504	(0.34318, 0.34689)	0.2045	1.84605
chr1	2395	5	2	107	350	last_breed_formation_generation	False	TRUE	0.269	(0.255, 0.283)	0.612	(0.547, 0.676)	0.23279	(0.22787, 0.23771)	0.0592	0.3617	(0.35683, 0.36657)	0.20581	1.4184
chr1	2010	7	1	105	345	last_breed_formation_generation	False	TRUE	0.208	(0.199, 0.217)	0.469	(0.421, 0.517)	0.23044	(0.22755, 0.23333)	0.07264	0.34946	(0.34796, 0.35096)	0.20709	1.33575
chr1	2140	5	1	108	375	last_breed_formation_generation	False	TRUE	0.229	(0.219, 0.24)	0.492	(0.455, 0.53)	0.24766	(0.24319, 0.25214)	0.08005	0.35585	(0.35321, 0.35849)	0.20617	0.72759
chr21	2395	9	1	102	325	last_breed_formation_generation	False	TRUE	0.187	(0.18, 0.195)	0.389	(0.353, 0.424)	0.22077	(0.21755, 0.22398)	0.07719	0.34449	(0.34192, 0.34706)	0.20566	2.08823
chr1	2510	7	2	106	330	last_breed_formation_generation	False	TRUE	0.262	(0.251, 0.274)	0.612	(0.56, 0.665)	0.21086	(0.20667, 0.21505)	0.04891	0.35777	(0.35415, 0.36139)	0.19876	1.69217
chr2	2170	5	1	104	320	last_breed_formation_generation	False	TRUE	0.242	(0.229, 0.254)	0.536	(0.479, 0.592)	0.24259	(0.23821, 0.24697)	0.07138	0.35577	(0.3525, 0.35903)	0.20434	0.6885
chr1	2565	7	1	102	340	last_breed_formation_generation	False	TRUE	0.201	(0.193, 0.208)	0.421	(0.391, 0.45)	0.23381	(0.23056, 0.23706)	0.08136	0.35065	(0.34743, 0.35388)	0.21264	1.4562
chr1	2295	10	1	106	360	last_breed_formation_generation	False	TRUE	0.178	(0.172, 0.185)	0.357	(0.333, 0.382)	0.21753	(0.21548, 0.21958)	0.07541	0.34124	(0.33992, 0.34257)	0.20279	2.30971
chr1	2035	5	1	108	325	last_breed_formation_generation	False	TRUE	0.238	(0.228, 0.248)	0.523	(0.479, 0.567)	0.2442	(0.24026, 0.24815)	0.07522	0.35548	(0.3536, 0.35736)	0.20521	0.56534
chr1	1865	8	1	104	340	last_breed_formation_generation	False	TRUE	0.201	(0.19, 0.211)	0.479	(0.419, 0.539)	0.22615	(0.22261, 0.2297)	0.07085	0.34692	(0.34506, 0.34878)	0.20365	1.5741
chr1	1955	6	2	100	345	last_breed_formation_generation	False	TRUE	0.266	(0.25, 0.282)	0.582	(0.534, 0.63)	0.22228	(0.21745, 0.22711)	0.05419	0.35607	(0.35329, 0.35885)	0.19843	1.44626
chr1	2135	12	4	103	330	last_breed_formation_generation	False	TRUE	0.245	(0.236, 0.255)	0.545	(0.499, 0.592)	0.188	(0.1854, 0.1906)	0.0396	0.35379	(0.35127, 0.35631)	0.19645	1.71113
chr1	2065	5	1	108	330	last_breed_formation_generation	False	TRUE	0.247	(0.235, 0.26)	0.578	(0.514, 0.642)	0.24201	(0.23744, 0.24658)	0.06695	0.35845	(0.35557, 0.36134)	0.20509	0.80445
chr1	2285	9	5	106	355	last_breed_formation_generation	False	TRUE	0.317	(0.298, 0.335)	0.734	(0.67, 0.798)	0.17882	(0.17382, 0.18381)	0.01745	0.36365	(0.35825, 0.36905)	0.18962	3.60354
chr1	2385	7	1	101	320	last_breed_formation_generation	False	TRUE	0.202	(0.193, 0.211)	0.423	(0.382, 0.463)	0.23293	(0.23015, 0.23571)	0.07846	0.34842	(0.34688, 0.34996)	0.20842	1.51884
chr1	1855	5	1	104	335	last_breed_formation_generation	False	TRUE	0.232	(0.223, 0.242)	0.529	(0.474, 0.584)	0.2496	(0.24576, 0.25344)	0.0772	0.35606	(0.35387, 0.35825)	0.209	0.62174
chr1	2110	7	3	104	345	last_breed_formation_generation	False	TRUE	0.288	(0.273, 0.303)	0.66	(0.618, 0.702)	0.20448	(0.19972, 0.20924)	0.03812	0.3584	(0.35426, 0.36254)	0.19545	2.33116
chr1	2050	11	1	105	355	last_breed_formation_generation	False	TRUE	0.18	(0.176, 0.184)	0.395	(0.366, 0.424)	0.21344	(0.2116, 0.21528)	0.06799	0.34169	(0.33987, 0.34351)	0.20233	2.19324
chr1	2095	5	2	102	370	last_breed_formation_generation	False	TRUE	0.28	(0.268, 0.292)	0.603	(0.56, 0.646)	0.23036	(0.22556, 0.23516)	0.05393	0.36281	(0.35984, 0.36578)	0.20048	1.47784
chr1	1850	9	12	107	335	last_breed_formation_generation	False	TRUE	0.546	(0.499, 0.592)	0.964	(0.923, 1.005)	0.11923	(0.10748, 0.13098)	0	0.3621	(0.35517, 0.36903)	0.15652	8.94462
chr1	1875	7	1	103	350	last_breed_formation_generation	False	TRUE	0.205	(0.194, 0.215)	0.444	(0.40, 0.489)	0.23339	(0.22934, 0.23745)	0.07649	0.34818	(0.34601, 0.35035)	0.20398	1.45364
chr1	2010	5	1	105	335	last_breed_formation_generation	False	TRUE	0.236	(0.222, 0.25)	0.528	(0.471, 0.584)	0.24684	(0.24188, 0.2518)	0.07277	0.35683	(0.35467, 0.359)	0.20504	0.68151
chr1	2010	8	1	101	345	last_breed_formation_generation	False	TRUE	0.195	(0.188, 0.203)	0.42	(0.394, 0.446)	0.22831	(0.22523, 0.23138)	0.07462	0.34644	(0.34398, 0.34891)	0.20339	1.64422
chr1	1895	5	2	109	330	last_breed_formation_generation	False	TRUE	0.297	(0.274, 0.321)	0.707	(0.63, 0.784)	0.22354	(0.21543, 0.23165)	0.04275	0.36071	(0.35667, 0.36475)	0.19289	2.46991
chr1	1475	7	1	104	340	last_breed_formation_generation	False	TRUE	0.218	(0.207, 0.23)	0.462	(0.425, 0.50)	0.22831	(0.22459, 0.23204)	0.06797	0.3487	(0.34608, 0.35133)	0.19951	1.28615
